Date and Time, Water Temperature, Wind Speed, Wind Direction, Gust, Wave Height, Wave Direction, Wave Period, Visibility, Direction of Current, Speed of Current, Air Temperature
"2023-03-01T02:00:00+00:00",6.99,4.29,29.63,5,0.44,190.9,4.77,24.14,76.72,0.32,2.72
"2023-03-01T03:00:00+00:00",6.91,4.1,16.37,5.08,0.43,195.2,4.99,24.14,75.7,0.32,2.65
"2023-03-01T04:00:00+00:00",6.89,4.41,18.9,5.35,0.42,196.2,4.97,24.14,74.82,0.31,2.7
"2023-03-01T06:00:00+00:00",6.86,5.01,23.96,5.47,0.4,194.1,4.57,24.13,73.46,0.29,2.66
"2023-03-01T07:00:00+00:00",6.84,5.09,22.56,5.26,0.4,191.1,4.12,24.13,73.75,0.29,2.65
"2023-03-01T09:00:00+00:00",6.83,5.25,19.75,8.22,0.43,168.3,2.93,24.13,74.09,0.28,3.68
"2023-03-01T10:00:00+00:00",6.83,5.91,30.23,10.34,0.45,158.9,2.95,24.13,74.2,0.27,4.6
"2023-03-01T12:00:00+00:00",6.84,7.23,51.18,10.91,0.51,145.1,2.98,24.13,75,0.26,7.46
"2023-03-01T13:00:00+00:00",6.84,7.14,51.66,10.79,0.52,142.6,2.98,24.14,75.52,0.27,7.84
"2023-03-01T15:00:00+00:00",6.83,6.96,52.63,11.2,0.5,144.1,2.84,24.14,75.14,0.27,7.84
"2023-03-01T16:00:00+00:00",6.82,6.54,49.89,10.19,0.48,146.8,2.8,24.14,74.73,0.27,7.77
"2023-03-01T18:00:00+00:00",6.8,5.69,44.4,7.47,0.45,147,2.74,24.13,73.68,0.27,6.37
"2023-03-01T19:00:00+00:00",6.78,5.85,44.6,7.02,0.44,147.4,2.79,24.13,73.31,0.27,5.43
"2023-03-01T21:00:00+00:00",6.75,6.16,45,6.98,0.43,151.3,3.06,24.13,73.77,0.27,4.56
"2023-03-01T22:00:00+00:00",6.74,5.86,40.32,7.43,0.43,151.1,3.12,24.13,74.07,0.27,4.45
